duf_pfam_id	duf_pfam_name	partner_architecture	n_edges	n_taxa	n_duf_proteins	n_partner_proteins	max_combined	mean_combined	max_direct_evidence	max_context_evidence	n_experiment_edges	max_neighborhood	n_neighborhood_edges	max_neighborhood_transferred	n_neighborhood_transferred_edges	max_fusion	n_fusion_edges	max_cooccurence	n_cooccurence_edges	max_homology	n_homology_edges	max_coexpression	n_coexpression_edges	max_coexpression_transferred	n_coexpression_transferred_edges	max_experiments	n_experiments_edges	max_experiments_transferred	n_experiments_transferred_edges	max_database	n_database_edges	max_database_transferred	n_database_transferred_edges	max_textmining	n_textmining_edges	max_textmining_transferred	n_textmining_transferred_edges	module_score	module_key	separate_channel_l2_score	taxid	duf_protein	partner_protein	duf_architecture	combined_score	direct_evidence	context_evidence	neighborhood	neighborhood_transferred	fusion	cooccurence	homology	coexpression	coexpression_transferred	experiments	experiments_transferred	database	database_transferred	textmining	textmining_transferred	evidence_flags	_pair_key	has_representative	has_sequence
PF19515	DUF6048 - Domain of unknown function (DUF6048)	NO_PFAM	646	98	98	323	975	736.4643962848297	773	774	0	773	16	287	18	0	0	774	624	0	0	0	0	638	8	0	0	901	8	0	0	746	8	0	0	137	8	17.20958599477008	PF19515 || NO_PFAM	0.6794079567994719	1107311	1107311.Q767_09440	1107311.Q767_05400	PF19515	975	0	71	0	71	0	0	0	0	638	0	901	0	284	0	137	neighborhood_transferred;coexpression_transferred;experiments_transferred;database_transferred;textmining_transferred	1107311.Q767_05400 || 1107311.Q767_09440	True	False
PF11168	DUF2955 - Protein of unknown function (DUF2955)	NO_PFAM	26	13	13	13	938	764.6153846153846	773	773	0	773	20	165	8	0	0	761	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.119951525234846	PF11168 || NO_PFAM	0.6770705202710069	1218098	1218098.GCA_001598715_03936	1218098.GCA_001598715_03938	PF11168	938	773	773	773	165	0	700	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence	1218098.GCA_001598715_03936 || 1218098.GCA_001598715_03938	True	False
PF26485	DUF8156 - Domain of unknown function (DUF8156)	NO_PFAM	38	16	17	19	938	797.5263157894736	773	773	0	773	36	365	34	0	0	738	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.875988334242075	PF26485 || NO_PFAM	0.6760494047924603	1873524	1873524.HSR6_0386	1873524.HSR6_0385	PF26485	938	773	773	773	57	0	735	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence	1873524.HSR6_0385 || 1873524.HSR6_0386	True	False
PF11186	DUF2972 - Protein of unknown function (DUF2972)	NO_PFAM	24	4	6	7	936	872.4166666666666	773	773	0	773	16	121	4	0	0	0	0	606	4	874	12	53	8	0	0	888	8	0	0	333	8	0	0	192	8	7.9837516497364	PF11186 || NO_PFAM	0.6722180621782049	1548018	1548018.LS64_14200	1548018.LS64_06335	PF11186	936	0	121	0	121	0	0	0	0	42	0	888	0	299	0	192	neighborhood_transferred;coexpression_transferred;experiments_transferred;database_transferred;textmining_transferred	1548018.LS64_06335 || 1548018.LS64_14200	True	False
PF11934	DUF3452 - Domain of unknown function (DUF3452)	PF00514;PF01749;PF16186	66	15	16	30	901	760.0	900	0	4	0	0	0	0	0	0	0	0	0	0	49	2	62	18	900	4	896	62	0	0	0	0	0	0	0	0	11.454589020087578	PF11934 || PF00514;PF01749;PF16186	0.6720453550740778	10090	10090.ENSMUSP00000022701	10090.ENSMUSP00000137310	PF01857;PF01858;PF08934;PF11934	901	900	0	0	0	0	0	0	0	51	900	0	0	0	0	0	coexpression_transferred;experiments	10090.ENSMUSP00000022701 || 10090.ENSMUSP00000137310	True	False
PF04260	DUF436 - Protein of unknown function (DUF436) 	NO_PFAM	20	10	10	10	987	780.5	794	794	0	773	14	236	12	794	6	0	0	0	0	846	4	740	8	0	0	0	0	0	0	0	0	718	2	120	6	9.428312983320165	PF04260 || NO_PFAM	0.6652779726345097	226900	226900.BC_5317	226900.BC_5318	PF04260	987	678	678	623	176	678	0	0	846	264	0	0	0	0	0	120	neighborhood;neighborhood_transferred;fusion;coexpression;coexpression_transferred;textmining_transferred	226900.BC_5317 || 226900.BC_5318	True	False
PF15548	DUF4655 - Domain of unknown function (DUF4655)	NO_PFAM	88	14	14	44	985	797.2272727272727	900	282	0	0	0	0	0	282	18	108	8	898	8	0	0	155	40	0	0	660	84	900	26	863	46	630	2	535	76	11.08673677193656	PF15548 || NO_PFAM	0.664831938690794	13616	13616.ENSMODP00000048049	13616.ENSMODP00000018720	PF15548	985	900	0	0	0	0	0	0	0	0	0	510	900	617	0	304	experiments_transferred;database;database_transferred;textmining_transferred	13616.ENSMODP00000018720 || 13616.ENSMODP00000048049	True	False
PF20050	DUF6452 - Family of unknown function (DUF6452)	NO_PFAM	712	97	97	356	933	732.0730337078652	773	773	0	773	12	355	6	0	0	771	702	0	0	0	0	74	2	0	0	0	0	0	0	0	0	0	0	0	0	17.28541637775544	PF20050 || NO_PFAM	0.6640073686536513	1848903	1848903.CCAND38_100005	1848903.CCAND38_100004	PF20050	933	773	773	773	211	0	656	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence	1848903.CCAND38_100004 || 1848903.CCAND38_100005	True	False
PF11346	DUF3149 - Protein of unknown function (DUF3149)	NO_PFAM	34	5	5	17	958	867.9411764705883	773	773	0	773	2	123	6	0	0	0	0	758	6	0	0	178	4	0	0	809	24	0	0	850	32	0	0	479	32	8.684866999945523	PF11346 || NO_PFAM	0.6627694588145607	303518	303518.ENSPNYP00000015298	303518.ENSPNYP00000024941	PF11346	958	0	0	0	0	0	0	0	0	0	0	809	0	789	0	63	experiments_transferred;database_transferred;textmining_transferred	303518.ENSPNYP00000015298 || 303518.ENSPNYP00000024941	True	False
PF01724	DUF29 - Domain of unknown function DUF29	NO_PFAM	480	50	101	122	989	813.2833333333333	773	775	0	773	38	116	26	0	0	775	48	0	0	0	0	70	88	0	0	959	424	0	0	858	400	897	2	294	222	15.587518535554413	PF01724 || NO_PFAM	0.662441000525618	1789004	1789004.FEMY_23410	1789004.FEMY_16900	PF01724	989	0	116	0	116	0	0	0	0	0	0	924	0	851	0	81	neighborhood_transferred;experiments_transferred;database_transferred;textmining_transferred	1789004.FEMY_16900 || 1789004.FEMY_23410	True	False
PF02643	DUF192 - Uncharacterized ACR, COG1430	NO_PFAM	388	106	111	193	945	779.4536082474227	773	773	0	773	358	575	222	0	0	772	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	782	4	0	0	16.855237012542258	PF02643 || NO_PFAM	0.6623947535474926	1765683	1765683.B2M26_05860	1765683.B2M26_05855	PF02643	945	741	769	741	154	0	769	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence	1765683.B2M26_05855 || 1765683.B2M26_05860	True	False
PF06025	DUF913 - Domain of Unknown Function (DUF913)	PF00096;PF00651;PF13894	70	35	35	35	980	838.5714285714286	510	0	2	0	0	0	0	0	0	0	0	0	0	42	2	0	0	510	2	980	70	0	0	43	4	223	2	117	58	12.489023898287591	PF06025 || PF00096;PF00651;PF13894	0.6615839911620262	9555	9555.ENSPANP00000028742	9555.ENSPANP00000006694	PF00632;PF02825;PF06012;PF06025;PF14377;PF22562	977	0	0	0	0	0	0	0	0	0	0	977	0	0	0	42	experiments_transferred;textmining_transferred	9555.ENSPANP00000006694 || 9555.ENSPANP00000028742	True	False
PF06012	DUF908 - Domain of Unknown Function (DUF908)	PF00096;PF00651;PF13894	68	34	34	34	980	839.5294117647059	510	0	2	0	0	0	0	0	0	0	0	0	0	42	2	0	0	510	2	980	68	0	0	43	6	223	2	117	58	12.404108771910142	PF06012 || PF00096;PF00651;PF13894	0.6615839911620262	9541	9541.ENSMFAP00000000939	9541.ENSMFAP00000037282	PF00632;PF02825;PF06012;PF06025;PF14377;PF22562	980	0	0	0	0	0	0	0	0	0	0	980	0	42	0	61	experiments_transferred;database_transferred;textmining_transferred	9541.ENSMFAP00000000939 || 9541.ENSMFAP00000037282	True	False
PF08952	DUF1866 - Domain of unknown function (DUF1866) 	PF00018;PF07653;PF12763;PF14604	50	23	25	23	981	869.8	623	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	623	2	921	50	0	0	0	0	892	6	729	50	11.460239437754272	PF08952 || PF00018;PF07653;PF12763;PF14604	0.6587624165665257	7227	7227.FBpp0300559	7227.FBpp0297159	PF02383;PF08952;PF22669	981	623	0	0	0	0	0	0	0	0	623	143	0	0	892	533	experiments;experiments_transferred;textmining;textmining_transferred	7227.FBpp0297159 || 7227.FBpp0300559	True	False
PF10675	DUF2489 - Protein of unknown function (DUF2489)	NO_PFAM	222	56	56	111	960	748.0450450450451	773	773	0	773	26	533	24	0	0	772	198	0	0	0	0	51	6	0	0	111	2	0	0	686	4	0	0	519	2	15.03927430712922	PF10675 || NO_PFAM	0.6585247857417068	151081	151081.TW72_13850	151081.TW72_13855	PF10675	960	773	773	773	533	0	659	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence	151081.TW72_13850 || 151081.TW72_13855	True	False
PF11210	DUF2996 - Protein of unknown function (DUF2996)	NO_PFAM	292	37	37	146	975	745.431506849315	773	774	0	773	4	137	2	0	0	774	254	0	0	0	0	552	18	0	0	897	26	0	0	0	0	756	4	910	18	14.50234492846984	PF11210 || NO_PFAM	0.6560235995748658	317619	317619.GCA_000332315_00900	317619.GCA_000332315_00302	PF11210	975	0	770	0	0	0	770	0	0	0	0	897	0	0	0	0	cooccurence;experiments_transferred	317619.GCA_000332315_00302 || 317619.GCA_000332315_00900	True	False
PF04149	DUF397 - Domain of unknown function (DUF397)	NO_PFAM	1778	98	291	501	950	758.7131608548931	773	915	0	773	330	915	512	0	0	775	1498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	879	4	487	208	18.362046387935013	PF04149 || NO_PFAM	0.6552702360403393	943816	943816.AN217_18475	943816.AN217_18470	PF04149	950	773	773	773	123	0	771	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence	943816.AN217_18470 || 943816.AN217_18475	True	False
PF11850	DUF3370 - Protein of unknown function (DUF3370)	NO_PFAM	194	16	28	75	966	751.5154639175257	773	773	0	773	8	251	36	105	2	773	152	0	0	0	0	69	26	0	0	760	52	0	0	877	28	0	0	403	50	12.48542624667618	PF11850 || NO_PFAM	0.6544660607957826	1910958	1910958.BTM30_02395	1910958.BTM30_08060	PF11850	966	0	251	0	251	0	0	0	0	0	0	462	0	877	0	403	neighborhood_transferred;experiments_transferred;database_transferred;textmining_transferred	1910958.BTM30_02395 || 1910958.BTM30_08060	True	False
PF25085	DUF7802 - Domain of unknown function (DUF7802)	NO_PFAM	10	3	3	5	953	766.8	746	746	0	746	2	0	0	0	0	726	6	0	0	0	0	0	0	0	0	908	2	0	0	0	0	0	0	511	2	6.662483995038153	PF25085 || NO_PFAM	0.653674731898196	6248	6248.A0A0K0DVT3	6248.A0A0K0EN14	PF08007;PF21233;PF25085	953	0	0	0	0	0	0	0	0	0	0	908	0	0	0	511	experiments_transferred;textmining_transferred	6248.A0A0K0DVT3 || 6248.A0A0K0EN14	True	False
PF06196	DUF997 - Protein of unknown function (DUF997)	NO_PFAM	66	26	26	33	965	776.8484848484849	773	773	0	773	22	183	12	0	0	770	50	0	0	0	0	239	12	0	0	0	0	0	0	0	0	876	2	781	12	12.342366351399622	PF06196 || NO_PFAM	0.6526303586940552	754436	754436.JCM19237_3235	754436.JCM19237_3234	PF06196	965	773	773	773	143	0	770	0	0	239	0	0	0	0	0	130	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred;textmining_transferred	754436.JCM19237_3234 || 754436.JCM19237_3235	True	False
PF07869	DUF1656 - Protein of unknown function (DUF1656)	NO_PFAM	186	35	38	93	955	778.752688172043	773	774	0	773	72	206	62	0	0	774	140	0	0	92	12	640	24	0	0	0	0	0	0	0	0	719	2	257	30	13.945146493766806	PF07869 || NO_PFAM	0.6503325190097349	47879	47879.AXG94_10055	47879.AXG94_10060	PF07869	955	773	773	773	132	0	773	0	0	0	0	0	0	0	0	110	neighborhood;neighborhood_transferred;cooccurence;textmining_transferred	47879.AXG94_10055 || 47879.AXG94_10060	True	False
PF11011	DUF2849 - Protein of unknown function (DUF2849)	NO_PFAM	602	104	104	301	960	746.235880398671	900	773	0	773	50	469	56	0	0	773	544	0	0	55	2	692	24	0	0	468	8	900	4	790	10	0	0	406	24	17.38283789704223	PF11011 || NO_PFAM	0.6486698792194862	1120923	1120923.SAMN02746095_01471	1120923.SAMN02746095_02835	PF01077;PF03460;PF11011	960	0	204	0	204	0	0	0	0	595	0	447	0	682	0	406	neighborhood_transferred;coexpression_transferred;experiments_transferred;database_transferred;textmining_transferred	1120923.SAMN02746095_01471 || 1120923.SAMN02746095_02835	True	False
PF02639	DUF188 - Uncharacterized BCR, YaiI/YqxD family COG1671	NO_PFAM	196	87	88	98	946	776.3367346938776	773	774	0	773	188	574	112	0	0	774	14	0	0	74	2	0	0	0	0	725	2	0	0	0	0	897	6	0	0	15.784877357694402	PF02639 || NO_PFAM	0.6479569020698489	177439	177439.DP2759	177439.DP2758	PF02639	946	773	774	773	0	0	774	0	0	0	0	0	0	0	0	0	neighborhood;cooccurence	177439.DP2758 || 177439.DP2759	True	False
PF05097	DUF688 - Protein of unknown function (DUF688)	NO_PFAM	38	5	7	19	964	847.9473684210526	0	524	0	0	0	0	0	0	0	524	4	950	2	60	2	128	14	0	0	752	22	0	0	817	20	964	12	947	22	7.771080584585756	PF05097 || NO_PFAM	0.6459596355220959	3702	3702.Q8RYE0	3702.B3H4K3	PF05097	964	0	0	0	0	0	0	0	0	0	0	0	0	0	964	0	textmining	3702.B3H4K3 || 3702.Q8RYE0	True	False
PF11890	DUF3410 - Domain of unknown function (DUF3410)	NO_PFAM	100	36	36	50	986	804.52	900	773	0	773	36	596	64	0	0	757	6	0	0	64	2	884	58	0	0	710	46	900	20	913	38	882	4	487	54	13.509956342129708	PF11890 || NO_PFAM	0.6455245382097099	34059	34059.A9308_08810	34059.A9308_07550	PF00389;PF02826;PF11890	986	500	74	0	74	0	0	0	0	674	0	103	500	913	0	104	neighborhood_transferred;coexpression_transferred;experiments_transferred;database;database_transferred;textmining_transferred	34059.A9308_07550 || 34059.A9308_08810	True	False
PF07044	DUF1329 - Protein of unknown function (DUF1329)	NO_PFAM	270	37	103	54	972	809.237037037037	773	775	0	773	50	593	190	4	2	775	232	0	0	47	2	461	188	0	0	857	22	0	0	576	4	836	6	181	118	14.425291140332472	PF07044 || NO_PFAM	0.6453263595646913	43657	43657.S4054249_11630	43657.S4054249_11625	PF07044	972	507	774	507	593	0	774	0	0	399	0	0	0	0	0	153	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred;textmining_transferred	43657.S4054249_11625 || 43657.S4054249_11630	True	False
PF11450	DUF3008 - Protein of unknwon function (DUF3008)	NO_PFAM	98	34	35	48	971	797.2857142857143	773	773	0	773	16	275	56	0	0	224	10	0	0	924	10	963	72	0	0	0	0	0	0	0	0	0	0	0	0	13.251815973113416	PF11450 || NO_PFAM	0.6449210571237989	658167	658167.SAMN04488135_10885	658167.SAMN04488135_10791	PF11450	971	0	190	0	119	0	190	0	0	963	0	0	0	0	0	0	neighborhood_transferred;cooccurence;coexpression_transferred	658167.SAMN04488135_10791 || 658167.SAMN04488135_10885	True	False
PF24463	DUF7577 - Domain of unknown function (DUF7577)	NO_PFAM	34	9	9	17	966	806.4117647058823	773	774	0	773	12	569	20	0	0	774	14	0	0	0	0	308	4	0	0	139	6	0	0	918	14	0	0	481	12	9.707518247477504	PF24463 || NO_PFAM	0.6439694490013455	1266925	1266925.GCA_000619905_00405	1266925.GCA_000619905_00082	PF09413;PF24463	925	0	103	0	103	0	0	0	0	0	0	139	0	852	0	429	neighborhood_transferred;experiments_transferred;database_transferred;textmining_transferred	1266925.GCA_000619905_00082 || 1266925.GCA_000619905_00405	True	False
PF06465	DUF1087 - CHD subfamily II, DUF1087	PF00271;PF06461;PF06465	2	1	1	1	967	967.0	360	55	0	0	0	0	0	0	0	55	2	971	2	0	0	123	2	0	0	769	2	360	2	456	2	0	0	607	2	2.8999066497880004	PF06465 || PF00271;PF06461;PF06465	0.6436714306188991	43179	43179.ENSSTOP00000015560	43179.ENSSTOP00000006839	PF00176;PF00271;PF00385;PF00628;PF06461;PF06465;PF08073;PF08074	967	360	55	0	0	0	55	971	0	123	0	769	360	456	0	607	cooccurence;homology;coexpression_transferred;experiments_transferred;database;database_transferred;textmining_transferred	43179.ENSSTOP00000006839 || 43179.ENSSTOP00000015560	True	False
PF04359	DUF493 - Protein of unknown function (DUF493)	NO_PFAM	410	147	147	205	972	750.2682926829268	773	773	0	773	120	593	102	0	0	771	274	0	0	471	2	488	56	0	0	972	28	0	0	483	2	892	4	798	26	17.559017762024464	PF04359 || NO_PFAM	0.6434111829753809	229921	229921.ADN01_04855	229921.ADN01_12425	PF04359	972	0	0	0	0	0	0	0	0	0	0	972	0	0	0	0	experiments_transferred	229921.ADN01_04855 || 229921.ADN01_12425	True	False
PF11938	DUF3456 - TLR4 regulator and MIR-interacting MSAP	NO_PFAM	560	83	115	266	998	807.6642857142857	900	788	0	0	0	231	130	788	12	274	2	553	2	565	58	980	342	0	0	981	268	900	74	880	294	861	120	927	516	16.87935450320932	PF11938 || NO_PFAM	0.643337220131487	9544	9544.ENSMMUP00000003339	9544.ENSMMUP00000077348	PF00285;PF11938	998	900	83	0	83	0	0	0	0	466	0	512	900	711	423	640	neighborhood_transferred;coexpression_transferred;experiments_transferred;database;database_transferred;textmining;textmining_transferred	9544.ENSMMUP00000003339 || 9544.ENSMMUP00000077348	True	False
PF14346	DUF4398 - Domain of unknown function (DUF4398)	NO_PFAM	292	83	96	137	948	789.8767123287671	773	773	0	773	74	241	86	0	0	768	54	0	0	863	4	723	58	0	0	930	190	0	0	408	18	587	2	103	42	16.087806206703693	PF14346 || NO_PFAM	0.638551832109486	1789004	1789004.FEMY_17410	1789004.FEMY_17400	PF14346	948	727	739	727	62	0	739	0	0	116	0	268	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred;experiments_transferred	1789004.FEMY_17400 || 1789004.FEMY_17410	True	False
PF15418	DUF4625 - Domain of unknown function (DUF4625)	NO_PFAM	32	13	15	14	929	767.3125	773	774	0	773	20	121	12	0	0	774	24	0	0	0	0	0	0	0	0	112	2	0	0	0	0	0	0	51	2	10.321622220696998	PF15418 || NO_PFAM	0.6371977525009425	1168289	1168289.GCA_000259075_01402	1168289.GCA_000259075_01403	PF15418	929	678	774	678	110	0	774	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence	1168289.GCA_000259075_01402 || 1168289.GCA_000259075_01403	True	False
PF25372	DUF7885 - Leucine Rich Repeat Domain of unknown function (DUF7885)	PF12678	4970	620	1830	783	999	827.3480885311872	800	0	8	0	0	0	0	0	0	0	0	0	0	84	12	0	0	596	8	951	4878	800	46	944	4940	708	72	905	4970	23.272650758629744	PF25372 || PF12678	0.6349046123013342	61853	61853.ENSNLEP00000019467	61853.ENSNLEP00000036078	PF12937;PF25372	999	800	0	0	0	0	0	0	0	0	0	918	800	870	0	905	experiments_transferred;database;database_transferred;textmining_transferred	61853.ENSNLEP00000019467 || 61853.ENSNLEP00000036078	True	False
PF19334	DUF5920 - Domain of unknown function (DUF5920)	NO_PFAM	4134	71	76	1877	997	793.6898887276245	898	898	0	0	0	82	642	898	2	331	6	565	4	131	52	430	1236	0	0	967	4080	720	30	978	3980	996	30	954	3490	18.676574845489903	PF19334 || NO_PFAM	0.6321972265554732	9986	9986.ENSOCUP00000039323	9986.ENSOCUP00000007486	PF00400;PF05386;PF05729;PF05731;PF13271;PF19334;PF25047;PF25048	997	0	0	0	0	0	0	0	72	0	0	179	0	0	991	648	coexpression;experiments_transferred;textmining;textmining_transferred	9986.ENSOCUP00000007486 || 9986.ENSOCUP00000039323	True	False
PF07898	DUF1676 - Protein of unknown function (DUF1676)	NO_PFAM	762	38	138	302	999	781.5564304461942	727	727	0	0	0	166	168	727	16	0	0	695	18	844	60	999	540	0	0	926	322	0	0	787	232	914	44	450	414	15.41838132354375	PF07898 || NO_PFAM	0.6314908351028048	77166	77166.N6UKM2	77166.U4U8T8	PF07898	999	0	0	0	0	0	0	619	0	999	0	0	0	0	0	433	homology;coexpression_transferred;textmining_transferred	77166.N6UKM2 || 77166.U4U8T8	True	False
PF13438	DUF4113 - Domain of unknown function (DUF4113)	NO_PFAM	390	120	139	176	990	808.2410256410257	773	775	0	773	86	270	258	51	2	775	40	0	0	0	0	885	276	0	0	926	168	0	0	897	126	697	2	517	308	17.108288651178846	PF13438 || NO_PFAM	0.6304424149504877	1410619	1410619.SRDD_39890	1410619.SRDD_46000	PF00817;PF11799;PF13438	990	0	0	0	0	0	0	0	0	0	0	919	0	883	0	120	experiments_transferred;database_transferred;textmining_transferred	1410619.SRDD_39890 || 1410619.SRDD_46000	True	False
PF14063	DUF4254 - Protein of unknown function (DUF4254)	NO_PFAM	94	39	40	47	951	786.2978723404256	773	775	0	773	88	477	54	0	0	775	10	0	0	0	0	180	16	0	0	120	4	0	0	662	4	0	0	387	6	13.479635799828412	PF14063 || NO_PFAM	0.6247754196968317	1168289	1168289.GCA_000259075_00349	1168289.GCA_000259075_00348	PF14063	951	773	773	773	153	0	764	0	0	44	0	0	0	0	0	57	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred;textmining_transferred	1168289.GCA_000259075_00348 || 1168289.GCA_000259075_00349	True	False
PF11027	DUF2615 - Protein of unknown function (DUF2615)	NO_PFAM	84	9	9	42	999	828.9285714285714	900	273	0	0	0	273	40	0	0	90	4	929	4	41	2	910	36	0	0	902	36	900	24	780	42	913	16	865	70	10.220821442478409	PF11027 || NO_PFAM	0.6237689275777059	8364	8364.ENSXETP00000028122	8364.ENSXETP00000050302	PF11027;PF19420	999	900	90	0	0	0	90	901	0	820	0	816	900	759	0	450	cooccurence;homology;coexpression_transferred;experiments_transferred;database;database_transferred;textmining_transferred	8364.ENSXETP00000028122 || 8364.ENSXETP00000050302	True	False
PF24663	DUF7651 - Domain of unknown function (DUF7651)	NO_PFAM	3638	68	140	666	994	828.150632215503	0	516	0	0	0	0	0	0	0	516	448	633	2	80	2	87	444	0	0	955	3632	0	0	841	3594	926	4	910	3556	17.183677206806678	PF24663 || NO_PFAM	0.613212952132361	218851	218851.A0A2G5CJA2	218851.H6VVY7	PF09733;PF23320;PF24663	994	0	0	0	0	0	0	0	0	85	0	926	0	841	0	544	coexpression_transferred;experiments_transferred;database_transferred;textmining_transferred	218851.A0A2G5CJA2 || 218851.H6VVY7	True	False
PF06210	DUF1003 - Protein of unknown function (DUF1003)	NO_PFAM	264	114	115	132	965	765.6363636363636	773	774	0	773	228	597	166	59	2	774	42	0	0	44	2	160	2	0	0	134	2	0	0	771	2	804	2	491	8	16.616594082712723	PF06210 || NO_PFAM	0.6120275061500393	38312	38312.GCA_000720375_05903	38312.GCA_000720375_05902	PF06210	965	773	773	773	470	0	737	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence	38312.GCA_000720375_05902 || 38312.GCA_000720375_05903	True	False
PF07659	DUF1599 - Nucleotide modification associated domain 1	NO_PFAM	522	165	168	261	917	743.1800766283525	773	773	0	773	70	401	14	0	0	768	460	0	0	107	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.02955704077801	PF07659 || NO_PFAM	0.6120141867746285	1848903	1848903.CCAND38_200014	1848903.CCAND38_200015	PF07659	917	768	768	768	212	0	584	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence	1848903.CCAND38_200014 || 1848903.CCAND38_200015	True	False
PF10617	DUF2474 - Protein of unknown function (DUF2474)	NO_PFAM	10	3	3	5	983	852.4	773	773	0	773	10	182	8	0	0	0	0	0	0	863	4	0	0	0	0	0	0	0	0	0	0	496	2	0	0	6.716483995038152	PF10617 || NO_PFAM	0.6093885148536202	208964	208964.PA3928	208964.PA3930	PF10617	983	752	752	752	182	0	0	0	861	0	0	0	0	0	496	0	neighborhood;neighborhood_transferred;coexpression;textmining	208964.PA3928 || 208964.PA3930	True	False
PF24254	DUF7455 - Domain of unknown function (DUF7455)	NO_PFAM	40	5	5	20	917	800.5	773	900	0	773	4	900	34	0	0	736	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.970091005160418	PF24254 || NO_PFAM	0.608774979012522	1894	1894.ADK78_38635	1894.ADK78_31390	PF24254	917	0	900	0	900	0	209	0	0	0	0	0	0	0	0	0	neighborhood_transferred;cooccurence	1894.ADK78_31390 || 1894.ADK78_38635	True	False
PF10801	DUF2537 - Protein of unknown function (DUF2537)	NO_PFAM	1532	53	53	766	915	736.6618798955614	773	774	0	773	6	584	6	0	0	774	1528	0	0	55	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.859949972000365	PF10801 || NO_PFAM	0.6080961360385564	948102	948102.BKG76_05730	948102.BKG76_05735	PF10801	915	773	773	773	584	0	175	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence	948102.BKG76_05730 || 948102.BKG76_05735	True	False
PF05987	DUF898 - Bacterial protein of unknown function (DUF898)	NO_PFAM	50	17	17	25	936	773.84	773	773	0	773	18	535	8	0	0	773	32	0	0	70	6	0	0	0	0	150	14	0	0	130	14	811	4	0	0	11.258569148516656	PF05987 || NO_PFAM	0.6072583997416957	151081	151081.TW72_14230	151081.TW72_14225	PF05987	936	481	759	481	535	0	759	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence	151081.TW72_14225 || 151081.TW72_14230	True	False
PF05167	DUF711 - Uncharacterised ACR (DUF711)	NO_PFAM	40	19	20	19	949	787.65	773	775	0	773	36	163	16	0	0	775	8	0	0	0	0	0	0	0	0	458	2	0	0	828	2	0	0	67	2	11.25303661381229	PF05167 || NO_PFAM	0.6071299175759282	273063	273063.STK_02450	273063.STK_02435	PF05167	949	773	773	773	163	0	753	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence	273063.STK_02435 || 273063.STK_02450	True	False
PF16119	DUF4835 - Domain of unknown function (DUF4835)	NO_PFAM	318	92	92	159	922	747.9433962264151	773	774	0	773	46	361	98	0	0	774	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	2	0	0	16.377390089091357	PF16119 || NO_PFAM	0.6061913201263045	1107311	1107311.Q767_08620	1107311.Q767_08610	PF16119	922	762	762	762	287	0	577	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence	1107311.Q767_08610 || 1107311.Q767_08620	True	False
PF11851	DUF3371 - Domain of unknown function (DUF3371)	PF11851;PF15951	18	3	9	3	965	844.8888888888889	800	71	0	0	0	0	0	0	0	71	10	943	18	0	0	0	0	0	0	658	8	800	2	838	14	78	4	526	18	6.588027701406221	PF11851 || PF11851;PF15951	0.6048385559875282	9541	9541.ENSMFAP00000038286	9541.ENSMFAP00000045951	PF00010;PF11851;PF15951	965	800	0	0	0	0	0	918	0	0	0	658	800	0	73	526	homology;experiments_transferred;database;textmining;textmining_transferred	9541.ENSMFAP00000038286 || 9541.ENSMFAP00000045951	True	False
